Gene\Cell type,EXMC,Hypoblast,PreL-TE,PostL-EPI,VE/YE
FRS3,0.94353575,1.04890537037037,1.45954823076923,1.70903452,1.1297626
FRYL,10.8537189375,16.6150079444444,4.98440142307692,13.12252342,21.91346
FSCB,0,0,0,0,0
FSCN1,236.228075,178.472085740741,46.3541023846154,184.714732,515.1628
FSCN2,0,0,0.0280285961538462,0,0
FSD2,0,0.0725907407407407,0,0.269732,0
FSHR,0,0,0,0,0
FSIP1,0.2700975,1.64907718518519,1.17706771153846,0.0458656,8.82008
FSIP2,0.31981840625,0.484891166666667,0.069,0.9073726,0.149779
FST,139.746011125,6.82869312962963,1.232437,157.467244,17.038352
FSTL1,409.615215625,129.147383333333,79.5838203846154,171.3525652,215.43956
FSTL3,3.44765996875,0.364019444444444,0.02424,0.52637072,2.1718
FSTL4,0.0578544375,0.510890518518519,0.0109260769230769,0.46920146,8.78642
FSTL5,0.04762503125,0,0.0225941730769231,0.04378572,0.2300034
FTCD,0,0,0,0.0276384,0
FTH1P18,0.01201984375,0.113236111111111,0.227322692307692,0.0632154,0
FTHL17,1.588488,0.840876851851852,1.83287790384615,0.62532134,26.97802
FTMT,0,0,0,0,0
FTO,32.99955125,12.4706800555556,12.5097170769231,31.49388506,12.28188
FUBP3,118.981790625,91.0216718518518,87.2643790384615,66.49851622,74.483584
FUCA1,117.95115625,534.549703703704,627.602730769231,94.7580272,156.88052
FUCA2,22.52434165625,63.6218416666667,333.935784615384,6.87583876,25.819414
FUK,4.3098441875,7.05458059259259,8.39306515384615,5.2444474,22.1485
FUNDC1,18.81869740625,52.0645281481482,45.682175,25.40271334,17.7809848
FUOM,29.5441746875,7.71515346296296,3.00489159615385,32.6238064,77.56071
FUT1,3.788715,1.02324233333333,1.19914090384615,13.88465954,1.88713
FUT10,5.5963384375,10.2945370740741,4.58680380769231,9.11476654,8.82008
FUT5,0.04059971875,0,0.166435096153846,0.03615426,0
FUT7,0,0,0,0.00713578,0
FUZ,1.39783575,1.52633394444444,2.73066978846154,2.04072668,1.499646
FXN,28.098399875,21.4556975925926,17.9372226923077,33.3346444,34.644994
FXYD1,0,0,0,0,0
FXYD2,0.76275,0,0,0,7.514475
FXYD3,0.02461265625,20.0940054259259,10.1374568269231,0.741952,14.52602
FXYD4,0.0767529375,0.417512481481482,4.43942328846154,0.0282626,1.7352148
FXYD5,29.2593675,0.295569259259259,3.29536092307692,20.36101414,0.618972
FYCO1,11.0196096875,17.8007286666667,12.4449705961538,11.60480048,6.354182
FYN,56.827955625,31.3195436481481,4.13282205769231,51.16452508,86.20918
FZD1,5.1631828125,0.15519962962963,0.15305275,11.97903036,14.745548
FZD10,2.55355490625,0,0.266417942307692,6.26281876,0.0748896
FZD2,19.29496396875,0.0264687037037037,0.0903114423076923,2.25504754,8.2502306
FZD3,5.86441096875,10.0247736481481,31.3103167884615,51.6079208,6.0987406
FZD4,53.97338834375,151.616017444444,98.0674196153846,31.3903389,172.56754
FZD5,3.404895125,41.1624572037037,11.9637912307692,63.36716706,1219.1322
FZD6,28.37932371875,10.2617109444444,26.0457666153846,20.59232336,22.299796
FZD7,65.396005875,78.0839642962963,15.1616484807692,165.36828886,252.71026
FZD8,5.89049740625,4.25070940740741,0.854085038461538,48.3387994,57.6392896
FZD9,0.0891115625,0,0.0390801923076923,0.0158549,0
FZR1,18.923909375,9.56787931481482,11.7861251923077,7.33573552,31.987348
G0S2,0.01623425,1.700555,0.0839545192307692,0,0
G2E3,53.9937713125,53.6264710740741,43.9337708269231,80.4996672,120.9451
G6PC,0.3782513125,0.337159685185185,0.293131826923077,0.22241552,0.915049
G6PC2,0.02249584375,0.0503534814814815,0.0686830384615385,0.0522559,0
G6PC3,66.148590625,25.3984394444444,21.8771488461538,84.306682,33.769235
G6PD,53.5429833125,89.1464851851852,147.667963461538,66.298046,76.362972
GAA,6.607487,1.88062440740741,2.94558376923077,8.32548862,35.5821
GAB2,0,0,0.3685565,0,0.0748896
GAB3,0.20663125,0.165423740740741,0.236223711538462,0.05779986,0
GABARAP,288.43371875,223.153244444445,276.484884615385,253.114646,430.8644
GABBR2,13.17458065625,1.23498714814815,1.40751134615385,0.69527376,0.1547428
GABPA,27.0350440625,41.8257340740741,53.98548,28.18526438,43.963206
GABPB2,0.0114454375,0.331955925925926,0.342735769230769,1.2356316,0
GABRA1,1.96013234375,1.05859292592593,0.205827307692308,1.199472,0
GABRA2,0.0174739375,0.0511507777777778,0.230430538461538,0.55718584,17.4927
GABRA3,0.0228580625,0.0921537037037037,0,4.95167498,0
GABRA5,9.73534190625,8.72049172222222,6.55909592307692,52.10220884,3.2668726
GABRA6,0,0.127052611111111,5.76408701923077,0.1666022,0.0752606
GABRB2,0.07327575,0.869380018518519,2.34496919230769,0.71934626,0
GABRB3,3.70370884375,0.10418487037037,0.98855625,161.461557,0.6101576
GABRD,0,0,0,0,0
GABRE,0,0,0,2.1757682,0
GABRG1,0,0,0,0,0
GABRG2,0.0228580625,0.11553962962963,0,0.02253204,0
GABRG3,10.90540084375,11.6934832777778,27.4147647692308,5.23868444,9.600088
GABRP,1.5433878125,0,0,4.128907,12.86956
GABRQ,0.63657321875,0.598007166666667,0.223814923076923,5.24159892,0
GABRR1,0.043340625,0.0114892777777778,0,0.1015608,0
GABRR2,0,0,0.00884282692307692,0,0
GAD1,0.13294153125,1.78082166666667,4.54349934615385,2.27668252,0.2300034
GAD2,0,0.0288463518518519,0.00694790384615385,0.2893436,0
GADD45A,53.16667046875,168.524007222222,95.4088731923077,7.33244422,172.4496
GADD45B,6.37085478125,2.0778547962963,13.7737381538461,6.4170378,4.749842
GADD45G,19.82700196875,2.59035318518518,12.2436064423077,1.00424696,0.0752606
GADD45GIP1,49.686560625,45.5216055555556,46.3372692307692,82.687322,44.58324
GADL1,0.208223125,0,0,0.1173168,0.309486
GAK,28.7803199375,33.7712066851852,33.2182259615385,25.94037654,37.74168
GAL,211.128428125,33.8632739074074,5.20910026923077,59.26896464,3.263589
GAL3ST1,1.168346875,55.4874074074074,1.85164015384615,4.1496234,155.1976
GAL3ST2,0.2146041875,1.2507837962963,0.792236557692308,1.9145339,0.107562
GAL3ST3,0.5169321875,0.0137897407407407,0.00723103846153846,12.8814636,3.1193
GAL3ST4,0.20307425,11.572378037037,1.09235259615385,0.51856982,0.2623048
GALK1,15.605035625,11.9038344074074,5.54330586538461,7.05585398,1.947869
GALK2,13.617897125,12.3011008148148,14.4627764423077,4.49409978,9.03126
GALM,19.4761384375,72.893537037037,74.6801788461538,43.1779886,77.92068
GALNS,13.75944890625,3.58913887037037,4.76936225,13.716048,15.138531
GALNT1,300.89346875,44.2569771851852,63.8647057692308,119.642944,55.861624
GALNT10,22.6769098125,13.836456537037,10.6940800576923,14.817315,13.1550628
GALNT12,26.95767246875,3.85249851851852,2.56042288461538,25.91432824,128.293161
GALNT13,0.12197953125,0.051835,0.0119196538461538,2.96585816,0
GALNT14,2.4256753125,0.00718987037037037,1.36851059615385,4.0333572,0
GALNT15,7.485829375,8.47958166666667,6.33286073076923,8.6920228,10.86347
GALNT16,9.399728125,0.140007962962963,0.572142307692308,1.99117348,0.1547428
GALNT18,0.9137553125,10.9239287037037,1.96332094230769,3.66812746,4.989494
GALNT2,111.04103125,30.8316965,11.8552989615385,45.69189054,11.7853406
GALNT4,1.585065125,1.68408938888889,0.3222675,0,1.006236
GALNT5,1.54987675,7.50621501851852,1.04757011538462,1.15435096,0.872832
GALNT6,2.851261625,11.6933341296296,60.5561492307692,6.99116326,0.1501502
GALNT7,99.75071875,41.8685511481481,18.884224,37.19623778,117.08824
GALNT8,0.71563134375,0.91265162962963,0.514705423076923,0.96755178,1.9745166
GALNT9,0,0.181101481481481,0.0734260384615385,0.01381916,0
GALNTL5,0.01201984375,0.00741544444444444,1.49097455769231,0.03654086,0
GALNTL6,0,0,0.00937282692307692,0,0
GALP,0,0,0,3.9407394,0
GALR1,0.58849590625,4.46077461111111,1.46031544230769,6.806235,0
GALR2,0.018103875,0.0123142592592593,0,0.21256088,0
GALR3,0,0,0.0656098076923077,0,0
GALT,15.80239309375,11.6106244074074,4.84552482692308,5.02780118,17.586142
GAMT,5.9883840625,8.49573483333333,2.64727123076923,6.4553487,74.801034
GAN,16.48850625,28.015082037037,86.0566,16.9411034,40.6910436
GANAB,167.4450125,133.420642592593,100.670425,78.5818134,112.73834
GANC,13.3573725,10.2677373148148,9.33178426923077,15.89238508,4.62516
GAP43,25.57494628125,0.098886962962963,0.0409715192307692,12.45402546,5.7733356
GAPDH,1184.8586875,869.26012962963,1203.13138461538,2143.5591,1165.5358
GAPDHS,0.21976090625,0.267519981481481,0.37601375,0.61755456,0.450079
GAPT,0,0,0,0,0
GAR1,62.8960034375,106.574238703704,104.462182692308,45.8578484,67.2060206
GAREM,13.962383625,38.6227348333333,0.638427076923077,12.71445768,103.961656
GAREML,3.919539625,0.907077777777778,0.797959673076923,12.27510328,0.0752606
GAS1,18.736332,1.77268564814815,0.222685807692308,14.8836588,20.5763006
GAS2,0,0.821525740740741,0,0.14027314,0
GAS2L1,30.52450875,49.2011853703704,50.0884986538461,5.981687,20.693882
GAS2L2,0,0,0,0.353576,0
GAS2L3,3.76067190625,7.83175988888889,13.1556179230769,14.24436102,6.81948
GAS6,0.2134803125,27.8579709259259,5.73335934615385,2.317151,9.664952
GAS8,1.470721,1.99214444444444,1.08001257692308,0.96604856,0
GAST,0,78.8133985555555,8.62157736538462,0.01880922,0
GATA1,0,0.0414131481481482,0,0.0346658,0
GATA3,54.1883075,73.6515885740741,333.393863846154,27.0880942,119.2259
GATA4,277.59355,434.306618518519,2.36933359615385,9.24410998,739.2432
GATA5,15.1800803125,27.1077992037037,2.167814,7.59266826,14.1115
GATA6,191.399434375,776.784537037037,323.791234615385,4.93612104,221.2092
GATAD2B,3.53877365625,3.30807605555556,3.09945028846154,1.6657768,3.9798
GATC,31.260937,40.6629696296296,32.5737833076923,40.494189,34.264235
GATM,5.38396965625,0.187832740740741,0.03587125,31.6701546,15.14634
GATSL2,26.1017870625,109.345027407407,21.7463782115385,36.07084198,84.1051
GATSL3,3.8432703125,2.07510074074074,0.794291711538461,1.6447225,5.5609206
GBA,4.79214815625,6.4612375,14.8207999615385,2.1757708,3.44198
GBA2,17.9942415625,42.0226716666667,11.6649215192308,12.63829594,62.67814
GBA3,0,1.55501288888889,0,0,0
GBAS,37.9651096875,40.5231738888889,25.9368973653846,12.27056762,1.145796
GBGT1,0,0.128111833333333,0.543646711538462,0.0716433,0
GBP1,0.04571625,0,0,0.00885746,0
GBP2,0.01316553125,0.00828261111111111,0,0,0
GBP3,0,0.172567407407407,0.0208230769230769,0,0
GBP6,2.72602334375,5.28304648148148,3.70549225,5.11636442,7.344312
GBP7,0,0,0.00867426923076923,0,0
GBX1,0,0,0.0284698653846154,0.0242845,0
GBX2,0.0508255,4.89621646296296,3.19135548076923,1.6213872,0
GC,0,0.71822962962963,0,0,0
GCA,4.80863253125,9.81133327777778,11.8714918846154,72.1660998,24.73365
GCC1,10.18934746875,18.4831486666667,15.8902813076923,4.50372296,8.020182
GCC2,18.85438103125,31.3633101851852,28.6725588076923,25.72508738,65.63178
